Bootstrap_Replicate,ctMV_GCN_AUPRC,Degree_Logistic_AUPRC,ctMV_GCN_minus_Degree
306,0.6236686367465962,0.6169821986327219,0.006686438113874371
307,0.6558929624012398,0.6403455442500761,0.015547418151163783
308,0.6504188064289246,0.6148586512773174,0.03556015515160715
309,0.6539405577147187,0.6390621668471717,0.014878390867547053
310,0.642566896779787,0.6228879816896554,0.019678915090131532
311,0.6621059302106785,0.6316482517141787,0.03045767849649983
312,0.6571389805717687,0.6374897223514712,0.019649258220297505
313,0.6448994844675296,0.630118597378078,0.014780887089451689
314,0.6549438299236668,0.625473796924421,0.029470032999245888
315,0.6498645241523793,0.6521973700652107,-0.0023328459128314494
316,0.6310984711221002,0.6267955219610158,0.004302949161084313
317,0.6464664122964549,0.640118147141785,0.006348265154669797
318,0.6522051906705665,0.6398860784289663,0.012319112241600205
319,0.6416654989108582,0.623527356789556,0.01813814212130227
320,0.6618082367076689,0.6509547001953622,0.010853536512306694
321,0.6532743420255221,0.6144098307979462,0.03886451122757595
322,0.6535676014553836,0.6340211028947315,0.01954649856065216
323,0.64028868333968,0.6153503063466118,0.024938376993068223
324,0.652082618270035,0.63379167282502,0.018290945445014972
325,0.6611834708570973,0.639015733055677,0.02216773780142023
326,0.652120286652298,0.6337544384511277,0.018365848201170376
327,0.6509918022140885,0.6228179284389264,0.028173873775162117
328,0.654377251851275,0.6279884846475264,0.02638876720374861
329,0.6542507789011547,0.6271848289995124,0.02706594990164224
330,0.6610164930662359,0.6303534551346425,0.030663037931593418
331,0.6469323116683573,0.6168667067184509,0.0300656049499064
332,0.6459744852399552,0.6320392810847042,0.013935204155250958
333,0.6494488048299246,0.6271200928320211,0.02232871199790354
334,0.6476393003502442,0.6099251718287272,0.03771412852151701
335,0.6374244739886835,0.6198768364691198,0.017547637519563675
336,0.6318676615478991,0.6251625392215265,0.006705122326372548
337,0.6563756387837428,0.6165635758858254,0.03981206289791739
338,0.6510213518197051,0.6374952785922346,0.013526073227470459
339,0.6487463714601001,0.6217859730298213,0.026960398430278754
340,0.6600517002183791,0.6314734038165976,0.028578296401781556
341,0.649761243511194,0.6078511543801108,0.041910089131083184
342,0.661010080103277,0.6396155169001988,0.0213945632030782
343,0.6555548844125442,0.633675099496791,0.021879784915753153
344,0.656825187734689,0.638603470365054,0.01822171736963496
345,0.628270783802846,0.6214033854960176,0.006867398306828365
346,0.6512165269334017,0.615134264312128,0.036082262621273675
347,0.6369084238858195,0.6248681939034462,0.012040229982373307
348,0.6412973666777331,0.6232498734627271,0.018047493215005983
349,0.6529945828687822,0.6179392779383832,0.03505530493039899
350,0.6451792995563338,0.6519405170748123,-0.006761217518478468
351,0.6579773069569698,0.6238716228816701,0.03410568407529968
352,0.6464577940543944,0.6433111736293372,0.0031466204250572005
353,0.6439643717658519,0.6228459628902449,0.02111840887560701
354,0.6452791553580522,0.6327210241320486,0.012558131226003688
355,0.6591838001929747,0.6288791486528452,0.030304651540129512
356,0.6577467228032051,0.6267473487244682,0.030999374078736874
357,0.657980383705198,0.6304115595695697,0.027568824135628223
358,0.643411398514914,0.6304868674403048,0.012924531074609225
359,0.6457989331632286,0.6317762151549019,0.014022718008326662
360,0.6363978854068256,0.6256432405050081,0.010754644901817545
361,0.648887400637966,0.6215451260787306,0.027342274559235435
362,0.6525123238151113,0.6449745457591985,0.007537778055912714
363,0.6668967226289132,0.6327333459056744,0.03416337672323877
364,0.6430381361242034,0.6203929027960262,0.02264523332817714
